"version_full";"description";"date (yyyy-mm-dd)"
"12.0.2342.0";"Cumulative update package 1 (CU1) for SQL Server 2014";"2014-04-21"
"12.0.2370.0";"Cumulative update package 2 (CU2) for SQL Server 2014";"2014-06-27"
"12.0.2381.0";"MS14-044: Description of the security update for SQL Server 2014 (QFE)";"2014-08-12"
"12.0.2402.0";"Cumulative update package 3 (CU3) for SQL Server 2014";"2014-08-18"
"12.0.2405.0";"FIX: Poor performance when a query contains table joins in SQL Server 2014";"2014-09-25"
"12.0.2423.0";"FIX: RTDATA_LIST waits when you run natively stored procedures that encounter expected failures in SQL Server 2014";"2014-10-22"
"12.0.2430.0";"Cumulative update package 4 (CU4) for SQL Server 2014";"2014-10-21"
"12.0.2436.0";"FIX: ""Remote hardening failure"" exception cannot be caught and a potential data loss when you use SQL Server 2014";"2014-11-27"
"12.0.2456.0";"Cumulative update package 5 (CU5) for SQL Server 2014";"2014-12-18"
"12.0.2464.0";"Large query compilation waits on RESOURCE_SEMAPHORE_QUERY_COMPILE in SQL Server 2014";"2015-01-05"
"12.0.2472.0";"FIX: Cannot show requested dialog after you connect to the latest SQL Database Update V12 (preview) with SQL Server 2014";"2015-01-28"
"12.0.2474.0";"FIX: AlwaysOn availability groups are reported as NOT SYNCHRONIZING";"2015-05-15"
"12.0.2480.0";"Cumulative update package 6 (CU6) for SQL Server 2014";"2015-02-16"
"12.0.2485.0";"An on-demand hotfix update package is available for SQL Server 2014";"2015-03-16"
"12.0.2488.0";"FIX: Deadlock cannot be resolved automatically when you run a SELECT query that can result in a parallel batch-mode scan";"2015-04-01"
"12.0.2495.0";"Cumulative update package 7 (CU7) for SQL Server 2014";"2015-04-23"
"12.0.2504.0";"FIX: Poor performance when a query contains table joins in SQL Server 2014";"2015-05-05"
"12.0.2505.0";"FIX: Error 1205 when you execute parallel query that contains outer join operators in SQL Server 2014";"2015-05-19"
"12.0.2506.0";"Update enables Premium Storage support for Data files on Azure Storage and resolves backup failures";"2015-05-19"
"12.0.2546.0";"Cumulative update package 8 (CU8) for SQL Server 2014";"2015-06-22"
"12.0.2548.0";"MS15-058: Description of the security update for SQL Server 2014 QFE: July 14, 2015";"2015-07-14"
"12.0.2553.0";"Cumulative update package 9 (CU9) for SQL Server 2014";"2015-08-17"
"12.0.2556.4";"Cumulative update package 10 (CU10) for SQL Server 2014";"2015-10-20"
"12.0.2560.0";"Cumulative update package 11 (CU11) for SQL Server 2014";"2015-12-22"
"12.0.2564.0";"Cumulative update package 12 (CU12) for SQL Server 2014";"2016-02-22"
"12.0.2568.0";"Cumulative update package 13 (CU13) for SQL Server 2014";"2016-04-18"
"12.0.2569.0";"Cumulative update package 14 (CU14) for SQL Server 2014";"2016-06-20"
"12.0.4050.0";"SQL Server 2014 Service Pack 1 (SP1)";"2015-04-15"
"12.0.4100.1";"SQL Server 2014 Service Pack 1 (SP1)";"2015-05-14"
"12.0.4213.0";"MS15-058: Description of the nonsecurity update for SQL Server 2014 Service Pack 1 GDR: July 14, 2015";"2015-07-14"
"12.0.4219.0";"TLS 1.2 support for SQL Server 2014 SP1";"2016-01-27"
"12.0.4232.0";"MS16-136: Description of the security update for SQL Server 2014 Service Pack 1 GDR: November 8, 2016";"2016-11-08"
"12.0.4237.0";"Security update for SQL Server 2014 Service Pack 1 GDR: August 8, 2017";"2017-08-08"
"12.0.4416.0";"Cumulative update package 1 (CU1) for SQL Server 2014 Service Pack 1";"2015-06-22"
"12.0.4419.0";"An on-demand hotfix update package is available for SQL Server 2014 SP1";"2015-07-24"
"12.0.4422.0";"Cumulative update package 2 (CU2) for SQL Server 2014 Service Pack 1";"2015-08-17"
"12.0.4427.24";"Cumulative update package 3 (CU3) for SQL Server 2014 Service Pack 1";"2015-10-21"
"12.0.4432.0";"FIX: Error when your stored procedure calls another stored procedure on linked server in SQL Server 2014";"2015-11-19"
"12.0.4433.0";"FIX: Error 3203 and a SQL Server 2014 backup job can't restart when a network failure occurs";"2015-12-09"
"12.0.4436.0";"Cumulative update package 4 (CU4) for SQL Server 2014 Service Pack 1";"2015-12-22"
"12.0.4437.0";"On-demand hotfix update package for SQL Server 2014 Service Pack 1 Cumulative Update 4";"2016-02-05"
"12.0.4439.1";"Cumulative update package 5 (CU5) for SQL Server 2014 Service Pack 1";"2016-02-22"
"12.0.4449.1";"DEPRECATED Cumulative update package 6 (CU6) for SQL Server 2014 Service Pack 1";"2016-04-19"
"12.0.4457.1";"REFRESHED Cumulative update package 6 (CU6) for SQL Server 2014 Service Pack 1";"2016-05-31"
"12.0.4459.0";"Cumulative update package 7 (CU7) for SQL Server 2014 Service Pack 1";"2016-06-20"
"12.0.4463.0";"A memory leak occurs when you use Azure Storage in SQL Server 2014";"2016-08-04"
"12.0.4468.0";"Cumulative update package 8 (CU8) for SQL Server 2014 Service Pack 1";"2016-08-15"
"12.0.4474.0";"Cumulative update package 9 (CU9) for SQL Server 2014 Service Pack 1";"2016-10-18"
"12.0.4487.0";"MS16-136: Description of the security update for SQL Server 2014 Service Pack 1 CU: November 8, 2016";"2016-11-08"
"12.0.4491.0";"Cumulative update package 10 (CU10) for SQL Server 2014 Service Pack 1";"2016-12-28"
"12.0.4502.0";"Cumulative update package 11 (CU11) for SQL Server 2014 Service Pack 1";"2017-02-21"
"12.0.4511.0";"Cumulative update package 12 (CU12) for SQL Server 2014 Service Pack 1";"2017-04-18"
"12.0.4522.0";"Cumulative update package 13 (CU13) for SQL Server 2014 Service Pack 1";"2017-08-08"
"12.0.5000.0";"SQL Server 2014 Service Pack 2 (SP2)";"2016-07-11"
"12.0.5203.0";"MS16-136: Description of the security update for SQL Server 2014 Service Pack 2 GDR: November 8, 2016";"2016-11-08"
"12.0.5207.0";"Security update for SQL Server 2014 Service Pack 2 GDR: August 8, 2017";"2017-08-08"
"12.0.5214.6";"Security update for SQL Server 2014 Service Pack 2 GDR: January 16, 2018 – Security Advisory ADV180002";"2018-01-16"
"12.0.5223.6";"Security update for SQL Server 2014 SP2 GDR: July 9, 2019";"2019-07-09"
"12.0.5511.0";"Cumulative update package 1 (CU1) for SQL Server 2014 Service Pack 2";"2016-08-26"
"12.0.5522.0";"Cumulative update package 2 (CU2) for SQL Server 2014 Service Pack 2";"2016-10-18"
"12.0.5532.0";"MS16-136: Description of the security update for SQL Server 2014 Service Pack 2 CU: November 8, 2016";"2016-11-08"
"12.0.5538.0";"Cumulative update package 3 (CU3) for SQL Server 2014 Service Pack 2 - The article incorrectly says it's version 12.0.5537";"2016-12-28"
"12.0.5540.0";"Cumulative update package 4 (CU4) for SQL Server 2014 Service Pack 2";"2017-02-21"
"12.0.5546.0";"Cumulative update package 5 (CU5) for SQL Server 2014 Service Pack 2";"2017-04-18"
"12.0.5553.0";"Cumulative update package 6 (CU6) for SQL Server 2014 Service Pack 2";"2017-08-08"
"12.0.5556.0";"Cumulative update package 7 (CU7) for SQL Server 2014 Service Pack 2";"2017-08-29"
"12.0.5557.0";"Cumulative update package 8 (CU8) for SQL Server 2014 Service Pack 2";"2017-10-17"
"12.0.5563.0";"Cumulative update package 9 (CU9) for SQL Server 2014 Service Pack 2";"2017-12-19"
"12.0.5571.0";"Cumulative update package 10 (CU10) for SQL Server 2014 Service Pack 2 – Security Advisory ADV180002";"2018-01-16"
"12.0.5579.0";"Cumulative update package 11 (CU11) for SQL Server 2014 Service Pack 2";"2018-03-19"
"12.0.5589.7";"Cumulative update package 12 (CU12) for SQL Server 2014 Service Pack 2";"2018-06-18"
"12.0.5590.1";"Cumulative update package 13 (CU13) for SQL Server 2014 Service Pack 2";"2018-08-27"
"12.0.5600.1";"Cumulative update package 14 (CU14) for SQL Server 2014 Service Pack 2";"2018-10-15"
"12.0.5605.1";"Cumulative update package 15 (CU15) for SQL Server 2014 Service Pack 2";"2018-12-12"
"12.0.5626.1";"Cumulative update package 16 (CU16) for SQL Server 2014 Service Pack 2";"2019-02-19"
"12.0.5632.1";"Cumulative update package 17 (CU17) for SQL Server 2014 Service Pack 2";"2019-04-16"
"12.0.5659.1";"Security update for SQL Server 2014 SP2 CU17 GDR: July 9, 2019";"2019-07-09"
"12.0.5687.1";"Cumulative update package 18 (CU18) for SQL Server 2014 Service Pack 2";"2019-07-29"
"12.0.6024.0";"SQL Server 2014 Service Pack 3 (SP3)";"2018-10-30"
"12.0.6108.1";"Security update for SQL Server 2014 SP3 GDR: July 9, 2019";"2019-07-09"
"12.0.6118.4";"Security update for SQL Server 2014 SP3 GDR: February 11, 2020";"2020-02-11"
"12.0.6164.21";"Security update for SQL Server 2014 SP3 GDR: January 12, 2021";"2021-01-12"
"12.0.6205.1";"Cumulative update package 1 (CU1) for SQL Server 2014 Service Pack 3";"2018-12-12"
"12.0.6214.1";"Cumulative update package 2 (CU2) for SQL Server 2014 Service Pack 3";"2019-02-19"
"12.0.6259.0";"Cumulative update package 3 (CU3) for SQL Server 2014 Service Pack 3";"2019-04-16"
"12.0.6293.0";"Security update for SQL Server 2014 SP3 CU3 GDR: July 9, 2019";"2019-07-09"
"12.0.6329.1";"Cumulative update package 4 (CU4) for SQL Server 2014 Service Pack 3";"2019-07-29"
"12.0.6372.1";"Security update for SQL Server 2014 SP3 CU4: February 11, 2020";"2020-02-11"
"12.0.6433.1";"Security update for SQL Server 2014 SP3 CU4: January 12, 2021";"2021-01-12"
"13.0.200.172";"Microsoft SQL Server 2016 Community Technology Preview 2 (CTP2)";"2015-05-27"
"13.0.300.44";"Microsoft SQL Server 2016 Community Technology Preview 2.1 (CTP2.1)";"2015-06-24"
"13.0.400.91";"Microsoft SQL Server 2016 Community Technology Preview 2.2 (CTP2.2)";"2015-07-22"
"13.0.407.1";"Microsoft SQL Server 2016 Community Technology Preview 2.2 (CTP2.2)";"2015-07-23"
"13.0.500.53";"Microsoft SQL Server 2016 Community Technology Preview 2.3 (CTP2.3)";"2015-08-28"
"13.0.600.65";"Microsoft SQL Server 2016 Community Technology Preview 2.4 (CTP2.4)";"2015-09-30"
"13.0.700.139";"Microsoft SQL Server 2016 Community Technology Preview 3.0 (CTP3.0)";"2015-10-28"
"13.0.800.11";"Microsoft SQL Server 2016 Community Technology Preview 3.1 (CTP3.1)";"2015-11-30"
"13.0.900.73";"Microsoft SQL Server 2016 Community Technology Preview 3.2 (CTP3.2)";"2015-12-16"
"13.0.1000.281";"Microsoft SQL Server 2016 Community Technology Preview 3.3 (CTP3.3)";"2016-02-03"
"13.0.1100.288";"Microsoft SQL Server 2016 Release Candidate 0 (RC0)";"2016-03-07"
"13.0.1200.242";"Microsoft SQL Server 2016 Release Candidate 1 (RC1)";"2016-03-18"
"13.0.1300.275";"Microsoft SQL Server 2016 Release Candidate 2 (RC2)";"2016-04-01"
"13.0.1400.361";"Microsoft SQL Server 2016 Release Candidate 3 (RC3)";"2016-04-15"
"13.0.1601.5";"Microsoft SQL Server 2016 RTM";"2016-06-01"
"13.0.1708.0";"Critical update for SQL Server 2016 MSVCRT prerequisites";"2016-06-03"
"13.0.1711.0";"Processing a partition causes data loss on other partitions after the database is restored in SQL Server 2016 (1200)";"2016-08-17"
"13.0.1722.0";"MS16-136: Description of the security update for SQL Server 2016 GDR: November 8, 2016";"2016-11-08"
"13.0.1728.2";"GDR update package for SQL Server 2016 RTM";"2016-12-16"
"13.0.1742.0";"Security update for SQL Server 2016 RTM GDR: August 8, 2017";"2017-08-08"
"13.0.1745.2";"Description of the security update for SQL Server 2016 GDR: January 6, 2018 – Security Advisory ADV180002";"2018-01-06"
"13.0.2149.0";"Cumulative update 1 (CU1) for SQL Server 2016";"2016-07-26"
"13.0.2164.0";"Cumulative update 2 (CU2) for SQL Server 2016";"2016-09-22"
"13.0.2169.0";"On-demand hotfix update package for SQL Server 2016 CU2";"2016-10-26"
"13.0.2170.0";"On-demand hotfix update package for SQL Server 2016 CU2";"2016-11-01"
"13.0.2186.6";"Cumulative update 3 (CU3) for SQL Server 2016";"2016-11-08"
"13.0.2190.2";"On-demand hotfix update package for SQL Server 2016 CU3";"2016-12-16"
"13.0.2193.0";"Cumulative update 4 (CU4) for SQL Server 2016";"2017-01-18"
"13.0.2197.0";"Cumulative update 5 (CU5) for SQL Server 2016";"2017-03-21"
"13.0.2204.0";"Cumulative update 6 (CU6) for SQL Server 2016";"2017-05-15"
"13.0.2210.0";"Cumulative update 7 (CU7) for SQL Server 2016";"2017-08-08"
"13.0.2213.0";"Cumulative update 8 (CU8) for SQL Server 2016";"2017-09-18"
"13.0.2216.0";"Cumulative update 9 (CU9) for SQL Server 2016";"2017-11-21"
"13.0.2218.0";"Description of the security update for SQL Server 2016 CU: January 6, 2018 – Security Advisory ADV180002";"2018-01-06"
"13.0.4001.0";"Microsoft SQL Server 2016 Service Pack 1 (SP1)";"2016-11-16"
"13.0.4199.0";"Important update for SQL Server 2016 SP1 Reporting Services";"2016-11-23"
"13.0.4202.2";"GDR update package for SQL Server 2016 SP1";"2016-12-16"
"13.0.4206.0";"Security update for SQL Server 2016 Service Pack 1 GDR: August 8, 2017";"2017-08-08"
"13.0.4210.6";"Description of the security update for SQL Server 2016 SP1 GDR: January 3, 2018 – Security Advisory ADV180002";"2018-01-03"
"13.0.4223.10";"Security update for the Remote Code Execution vulnerability in SQL Server 2016 SP1 GDR: August 14, 2018";"2018-08-14"
"13.0.4224.16";"Security update for the Remote Code Execution vulnerability in SQL Server 2016 SP1 GDR: August 22, 2018";"2018-08-22"
"13.0.4259.0";"Security update for SQL Server 2016 SP1 GDR: July 9, 2019";"2019-07-09"
"13.0.4411.0";"Cumulative update 1 (CU1) for SQL Server 2016 Service Pack 1";"2017-01-18"
"13.0.4422.0";"Cumulative update 2 (CU2) for SQL Server 2016 Service Pack 1";"2017-03-22"
"13.0.4435.0";"Cumulative update 3 (CU3) for SQL Server 2016 Service Pack 1";"2017-05-15"
"13.0.4446.0";"Cumulative update 4 (CU4) for SQL Server 2016 Service Pack 1";"2017-08-08"
"13.0.4451.0";"Cumulative update 5 (CU5) for SQL Server 2016 Service Pack 1";"2017-09-18"
"13.0.4457.0";"Cumulative update 6 (CU6) for SQL Server 2016 Service Pack 1";"2017-11-21"
"13.0.4466.4";"Cumulative update 7 (CU7) for SQL Server 2016 Service Pack 1 – Security Advisory ADV180002";"2018-01-04"
"13.0.4474.0";"Cumulative update 8 (CU8) for SQL Server 2016 Service Pack 1";"2018-03-19"
"13.0.4477.0";"On-demand hotfix update package for SQL Server 2016 SP1";"2018-06-02"
"13.0.4502.0";"Cumulative update 9 (CU9) for SQL Server 2016 Service Pack 1";"2018-05-30"
"13.0.4514.0";"Cumulative update 10 (CU10) for SQL Server 2016 Service Pack 1";"2018-07-16"
"13.0.4522.0";"Security update for the Remote Code Execution vulnerability in SQL Server 2016 SP1 CU: August 14, 2018";"2018-08-14"
"13.0.4528.0";"Cumulative update 11 (CU11) for SQL Server 2016 Service Pack 1";"2018-09-18"
"13.0.4531.0";"FIX: The ""modification_counter"" in DMV sys.dm_db_stats_properties shows incorrect value when partitions are merged through ALTER PARTITION in SQL Server 2016";"2018-09-27"
"13.0.4541.0";"Cumulative update 12 (CU12) for SQL Server 2016 Service Pack 1";"2018-11-13"
"13.0.4550.1";"Cumulative update 13 (CU13) for SQL Server 2016 Service Pack 1";"2019-01-23"
"13.0.4560.0";"Cumulative update 14 (CU14) for SQL Server 2016 Service Pack 1";"2019-03-19"
"13.0.4574.0";"Cumulative update 15 (CU15) for SQL Server 2016 Service Pack 1";"2019-05-16"
"13.0.4577.0";"On-demand hotfix update package for SQL Server 2016 Service Pack 1 (SP1) Cumulative update 15 (CU15)";"2019-06-20"
"13.0.4604.0";"Security update for SQL Server 2016 SP1 CU15 GDR: July 9, 2019";"2019-07-09"
"13.0.5026.0";"Microsoft SQL Server 2016 Service Pack 2 (SP2)";"2018-04-24"
"13.0.5081.1";"Security update for the Remote Code Execution vulnerability in SQL Server 2016 SP2 GDR: August 14, 2018";"2018-08-14"
"13.0.5101.9";"Security update for SQL Server 2016 SP2 GDR: July 9, 2019";"2019-07-09"
"13.0.5102.14";"Security update for SQL Server 2016 SP2 GDR: February 11, 2020";"2020-02-11"
"13.0.5103.6";"Security update for SQL Server 2016 SP2 GDR: January 12, 2021";"2021-01-12"
"13.0.5149.0";"Cumulative update 1 (CU1) for SQL Server 2016 Service Pack 2";"2018-05-30"
"13.0.5153.0";"Cumulative update 2 (CU2) for SQL Server 2016 Service Pack 2";"2018-07-17"
"13.0.5161.0";"Security update for the Remote Code Execution vulnerability in SQL Server 2016 SP2 CU: August 14, 2018";"2018-08-14"
"13.0.5201.2";"Security update for the Remote Code Execution vulnerability in SQL Server 2016 SP2 CU: August 19, 2018";"2018-08-19"
"13.0.5216.0";"Cumulative update 3 (CU3) for SQL Server 2016 Service Pack 2";"2018-09-21"
"13.0.5221.0";"FIX: Assertion error occurs when you restart the SQL Server 2016 database";"2018-10-09"
"13.0.5233.0";"Cumulative update 4 (CU4) for SQL Server 2016 Service Pack 2";"2018-11-13"
"13.0.5239.0";"On-demand hotfix update package 2 for SQL Server 2016 SP2 CU4";"2018-12-21"
"13.0.5264.1";"Cumulative update 5 (CU5) for SQL Server 2016 Service Pack 2";"2019-01-23"
"13.0.5270.0";"On-demand hotfix update package for SQL Server 2016 SP2 CU5";"2019-02-14"
"13.0.5292.0";"Cumulative update 6 (CU6) for SQL Server 2016 Service Pack 2";"2019-03-19"
"13.0.5337.0";"Cumulative update 7 (CU7) for SQL Server 2016 Service Pack 2";"2019-05-22"
"13.0.5343.1";"On-demand hotfix update package for SQL Server 2016 Service Pack 2 (SP2) Cumulative update 7 (CU7)";"2019-06-24"
"13.0.5366.0";"Security update for SQL Server 2016 SP2 CU7 GDR: July 9, 2019";"2019-07-09"
"13.0.5382.0";"On-demand hotfix update package 2 for SQL Server 2016 Service Pack 2 (SP2) Cumulative update 7 (CU7)";"2019-07-09"
"13.0.5426.0";"Cumulative update 8 (CU8) for SQL Server 2016 Service Pack 2";"2019-07-31"
"13.0.5479.0";"4515435 Cumulative update 9 (CU9) for SQL Server 2016 Service Pack 2";"2019-09-30"
"13.0.5492.2";"Cumulative update 10 (CU10) for SQL Server 2016 Service Pack 2";"2019-10-08"
"13.0.5598.27";"Cumulative update 11 (CU11) for SQL Server 2016 Service Pack 2";"2019-12-09"
"13.0.5622.0";"Security update for SQL Server 2016 SP2 CU11: February 11, 2020";"2020-02-11"
"13.0.5698.0";"Cumulative update 12 (CU12) for SQL Server 2016 Service Pack 2";"2020-02-25"
"13.0.5820.21";"Cumulative update 13 (CU13) for SQL Server 2016 Service Pack 2";"2020-05-28"
"13.0.5830.85";"Cumulative update 14 (CU14) for SQL Server 2016 Service Pack 2";"2020-08-06"
"13.0.5850.14";"Cumulative update 15 (CU15) for SQL Server 2016 Service Pack 2";"2020-09-28"
"13.0.5865.1";"Security update for SQL Server 2016 SP2 CU15: January 12, 2021";"2021-01-12"
"13.0.5882.1";"Cumulative update 16 (CU16) for SQL Server 2016 Service Pack 2";"2021-02-11"
"14.0.1.246";"Microsoft SQL Server vNext Community Technology Preview 1 (CTP1) (Linux support; codename Helsinki)";"2016-11-16"
"14.0.100.187";"Microsoft SQL Server vNext Community Technology Preview 1.1 (CTP1.1) (Linux support; codename Helsinki)";"2016-12-16"
"14.0.200.24";"Microsoft SQL Server vNext Community Technology Preview 1.2 (CTP1.2) (Linux support; codename Helsinki)";"2017-01-20"
"14.0.304.138";"Microsoft SQL Server vNext Community Technology Preview 1.3 (CTP1.3) (Linux support; codename Helsinki)";"2017-02-17"
"14.0.405.198";"Microsoft SQL Server vNext Community Technology Preview 1.4 (CTP1.4) (Linux support; codename Helsinki)";"2017-03-17"
"14.0.500.272";"Microsoft SQL Server 2017 Community Technical Preview 2.0 (CTP2.0) (Linux support; codename Helsinki)";"2017-04-19"
"14.0.600.250";"Microsoft SQL Server 2017 Community Technical Preview 2.1 (CTP2.1) (Linux support; codename Helsinki)";"2017-05-17"
"14.0.800.90";"Microsoft SQL Server 2017 Release Candidate 1 (RC1) (Linux support; codename Helsinki)";"2017-07-17"
"14.0.900.75";"Microsoft SQL Server 2017 Release Candidate 2 (RC2) (Linux support; codename Helsinki)";"2017-08-02"
"14.0.1000.169";"Microsoft SQL Server 2017 RTM";"2017-10-02"
"14.0.2000.63";"Security update for SQL Server 2017 GDR: January 3, 2018 – Security Advisory ADV180002";"2018-01-03"
"14.0.2002.14";"Security update for the Remote Code Execution vulnerability in SQL Server 2017 GDR: August 14, 2018";"2018-08-14"
"14.0.2014.14";"Security update for SQL Server 2017 GDR: May 14, 2019";"2019-05-14"
"14.0.2027.2";"Security update for SQL Server 2017 GDR: July 9, 2019";"2019-07-09"
"14.0.2037.2";"Security update for SQL Server 2017 GDR: January 12, 2021";"2021-01-12"
"14.0.3006.16";"Cumulative update 1 (CU1) for SQL Server 2017";"2017-10-23"
"14.0.3008.27";"Cumulative update 2 (CU2) for SQL Server 2017";"2017-11-28"
"14.0.3015.40";"Cumulative update 3 (CU3) for SQL Server 2017 – Security Advisory ADV180002";"2018-01-04"
"14.0.3022.28";"Cumulative update 4 (CU4) for SQL Server 2017";"2018-02-17"
"14.0.3023.8";"Cumulative update 5 (CU5) for SQL Server 2017";"2018-03-20"
"14.0.3025.34";"Cumulative update 6 (CU6) for SQL Server 2017";"2018-04-19"
"14.0.3026.27";"Cumulative update 7 (CU7) for SQL Server 2017";"2018-05-23"
"14.0.3029.16";"Cumulative update 8 (CU8) for SQL Server 2017";"2018-06-21"
"14.0.3030.27";"Cumulative update 9 (CU9) for SQL Server 2017";"2018-07-18"
"14.0.3035.2";"Security update for the Remote Code Execution vulnerability in SQL Server 2017 CU: August 14, 2018";"2018-08-14"
"14.0.3037.1";"Cumulative update 10 (CU10) for SQL Server 2017";"2018-08-27"
"14.0.3038.14";"Cumulative update 11 (CU11) for SQL Server 2017";"2018-09-21"
"14.0.3045.24";"Cumulative update 12 (CU12) for SQL Server 2017";"2018-10-24"
"14.0.3048.4";"Cumulative update 13 (CU13) for SQL Server 2017";"2018-12-18"
"14.0.3049.1";"On-demand hotfix update package for SQL Server 2017 Cumulative update 13 (CU13)";"2019-01-08"
"14.0.3076.1";"Cumulative update 14 (CU14) for SQL Server 2017";"2019-03-25"
"14.0.3103.1";"Security update for SQL Server 2017 Cumulative update 14 (CU14): May 14, 2019";"2019-05-14"
"14.0.3162.1";"Cumulative update 15 (CU15) for SQL Server 2017";"2019-05-24"
"14.0.3164.1";"On-demand hotfix update package for SQL Server 2017 Cumulative update 15 (CU15)";"2019-06-20"
"14.0.3192.2";"Security update for SQL Server 2017 CU15 GDR: July 9, 2019";"2019-07-09"
"14.0.3208.1";"On-demand hotfix update package 2 for SQL Server 2017 Cumulative update 15 (CU15)";"2019-07-09"
"14.0.3223.3";"Cumulative update 16 (CU16) for SQL Server 2017";"2019-08-01"
"14.0.3238.1";"Cumulative update 17 (CU17) for SQL Server 2017";"2019-10-08"
"14.0.3257.3";"Cumulative update 18 (CU18) for SQL Server 2017";"2019-12-09"
"14.0.3281.6";"Cumulative update 19 (CU19) for SQL Server 2017";"2020-02-05"
"14.0.3294.2";"Cumulative update 20 (CU20) for SQL Server 2017";"2020-04-07"
"14.0.3335.7";"Cumulative update 21 (CU21) for SQL Server 2017";"2020-07-01"
"14.0.3356.20";"Cumulative update 22 (CU22) for SQL Server 2017";"2020-09-10"
"14.0.3370.1";"Security update for SQL Server 2017 CU22: January 12, 2021";"2021-01-12"
"14.0.3381.3";"Cumulative update 23 (CU23) for SQL Server 2017";"2021-02-24"
"15.0.1000.34";"Microsoft SQL Server 2019 Community Technology Preview 2.0 (CTP 2.0)";"2018-09-24"
"15.0.1100.94";"Microsoft SQL Server 2019 Community Technology Preview 2.1 (CTP 2.1)";"2018-11-06"
"15.0.1200.24";"Microsoft SQL Server 2019 Community Technology Preview 2.2 (CTP 2.2)";"2018-12-11"
"15.0.1300.359";"Microsoft SQL Server 2019 Community Technology Preview 2.3 (CTP 2.3)";"2019-03-01"
"15.0.1400.75";"Microsoft SQL Server 2019 Community Technology Preview 2.4 (CTP 2.4)";"2019-03-26"
"15.0.1500.28";"Microsoft SQL Server 2019 Community Technology Preview 2.5 (CTP 2.5)";"2019-04-23"
"15.0.1600.8";"Microsoft SQL Server 2019 Community Technology Preview 3.0 (CTP 3.0)";"2019-05-22"
"15.0.1700.37";"Microsoft SQL Server 2019 Community Technology Preview 3.1 (CTP 3.1)";"2019-06-26"
"15.0.1800.32";"Microsoft SQL Server 2019 Community Technology Preview 3.2 (CTP 3.2)";"2019-07-24"
"15.0.1900.25";"Microsoft SQL Server 2019 Release Candidate 1 (RC1)";"2019-08-21"
"15.0.1900.47";"Microsoft SQL Server 2019 Release Candidate Refresh for Big Data Clusters only (RC1.1)";"2019-08-29"
"15.0.2000.5";"Microsoft SQL Server 2019 RTM";"2019-11-04"
"15.0.2070.41";"Servicing Update (GDR1) for SQL Server 2019 RTM";"2019-11-04"
"15.0.2080.9";"Security update for SQL Server 2019 GDR: January 12, 2021";"2021-01-12"
"15.0.4003.23";"Cumulative update 1 (CU1) for SQL Server 2019";"2020-01-07"
"15.0.4013.40";"Cumulative update 2 (CU2) for SQL Server 2019";"2020-02-13"
"15.0.4023.6";"Cumulative update 3 (CU3) for SQL Server 2019";"2020-03-12"
"15.0.4033.1";"Cumulative update 4 (CU4) for SQL Server 2019";"2020-03-31"
"15.0.4043.16";"Cumulative update 5 (CU5) for SQL Server 2019";"2020-06-22"
"15.0.4053.23";"Cumulative update 6 (CU6) for SQL Server 2019";"2020-08-04"
"15.0.4063.15";"Cumulative update 7 (CU7) for SQL Server 2019";"2020-09-02"
"15.0.4073.23";"Cumulative update 8 (CU8) for SQL Server 2019";"2020-10-01"
"15.0.4083.2";"Security update for SQL Server 2019 CU8: January 12, 2021";"2021-01-12"
"15.0.4102.2";"Cumulative update 9 (CU9) for SQL Server 2019";"2021-02-11"
